port,hits
41066.0,7
38420.0,3
10560.0,17
20457.0,6
58894.0,8
10869.0,17
10558.0,16
38409.0,5
26799.0,6
3141.0,13
50166.0,5
47440.0,6
41126.0,8
12141.0,19
10536.0,17
6310.0,19
13092.0,2
21424.0,4
10849.0,18
58943.0,6
12509.0,15
10623.0,19
17724.0,3
36648.0,5
41379.0,2
10804.0,18
2468.0,8
10578.0,15
10611.0,19
10845.0,16
10811.0,16
54052.0,7
54638.0,3
40811.0,2
10547.0,13
57828.0,9
10920.0,19
10932.0,18
9270.0,27
48370.0,2
58100.0,6
5832.0,23
42044.0,8
43443.0,8
10644.0,19
36850.0,7
46642.0,3
10952.0,16
21253.0,11
48398.0,2
40294.0,6
50650.0,8
32724.0,3
10972.0,12
43854.0,7
30551.0,1
35811.0,2
21877.0,2
13093.0,2
38188.0,7
48718.0,5
57085.0,8
3057.0,8
10535.0,12
50518.0,5
10876.0,19
10691.0,19
58636.0,3
58622.0,5
34396.0,4
46214.0,6
51244.0,13
10872.0,16
32271.0,7
2642.0,6
28292.0,11
10652.0,18
52636.0,3
48648.0,3
10570.0,17
16080.0,9
55006.0,3
36810.0,4
21211.0,14
43439.0,2
14124.0,2
24024.0,4
38832.0,2
38142.0,7
10766.0,14
60319.0,6
5537.0,14
42762.0,6
33160.0,6
10699.0,17
10840.0,16
51510.0,6
38627.0,5
51034.0,4
51038.0,4
31824.0,4
10930.0,19
12138.0,10
48454.0,12
38075.0,4
57526.0,2
55728.0,5
10728.0,19
9084.0,49
45786.0,3
37678.0,7
10914.0,18
10708.0,21
60388.0,9
41815.0,4
50473.0,2
60004.0,23
37692.0,5
37690.0,8
51064.0,4
343.0,4
37684.0,5
48810.0,14
45985.0,9
44086.0,2
44104.0,5
40468.0,2
35372.0,6
10769.0,16
10970.0,16
38842.0,3
10987.0,18
38134.0,14
19048.0,8
44778.0,9
47670.0,8
38433.0,5
10929.0,18
10817.0,13
43406.0,6
52756.0,6
20122.0,39
52462.0,6
10829.0,19
19424.0,2
56850.0,8
40605.0,2
25232.0,3
10871.0,17
7700.0,87
38015.0,7
6482.0,19
53424.0,3
53426.0,3
55092.0,7
29524.0,4
50254.0,4
53896.0,3
21710.0,2
10760.0,19
48956.0,5
38328.0,9
10586.0,18
55398.0,7
35422.0,11
60238.0,2
54520.0,8
54532.0,3
31024.0,7
33734.0,2
42890.0,5
46413.0,5
10764.0,19
6722.0,19
15624.0,2
41309.0,2
32846.0,5
35240.0,11
10710.0,19
1953.0,4
10992.0,14
10967.0,16
10719.0,17
10544.0,17
12520.0,7
38186.0,8
34423.0,3
48611.0,7
51211.0,1
49949.0,2
41713.0,1
49934.0,14
10965.0,16
60792.0,10
44.0,6
6346.0,24
34768.0,3
10585.0,14
10716.0,16
62101.0,2
56610.0,4
33654.0,7
41266.0,8
59612.0,1
41608.0,4
45156.0,10
45166.0,5
38907.0,4
38058.0,10
25277.0,3
10830.0,17
10521.0,17
36322.0,8
20105.0,10
50384.0,2
10607.0,16
10823.0,22
38306.0,8
20087.0,9
10889.0,17
37414.0,9
10986.0,16
36198.0,4
10841.0,19
38744.0,8
58150.0,2
9188.0,37
41167.0,2
34712.0,6
10912.0,14
37190.0,3
22574.0,2
44292.0,1
38799.0,7
10802.0,65
42782.0,6
25095.0,5
37220.0,2
10824.0,16
10641.0,17
38655.0,6
17266.0,7
38633.0,5
58528.0,2
9210.0,47
10862.0,20
6709.0,11
8042.0,27
48190.0,8
45476.0,3
10639.0,15
45162.0,10
44528.0,4
10905.0,17
56672.0,4
38093.0,5
10955.0,14
38637.0,4
38422.0,11
36865.0,1
41104.0,11
48998.0,4
38327.0,4
51934.0,6
57748.0,4
3173.0,4
38427.0,4
10692.0,23
10891.0,14
10892.0,18
10181.0,30
10667.0,21
6672.0,34
38764.0,11
10204.0,33
42350.0,11
20063.0,9
10718.0,17
10854.0,16
422.0,8
59596.0,9
10588.0,16
43891.0,8
45054.0,7
2715.0,10
34802.0,5
9338.0,27
34380.0,2
10898.0,18
10908.0,16
55146.0,1
6778.0,22
1526.0,10
50378.0,7
38806.0,5
35584.0,6
52806.0,5
17688.0,1
20021.0,2
56958.0,1
21310.0,8
10910.0,16
10850.0,17
10770.0,16
10873.0,12
34976.0,8
38105.0,5
38439.0,1
10860.0,16
41314.0,6
10894.0,22
59704.0,7
49358.0,4
10757.0,19
10984.0,18
10740.0,14
2134.0,12
10747.0,17
36818.0,2
36272.0,4
43338.0,6
64477.0,7
10964.0,19
32452.0,2
55944.0,5
56444.0,3
34156.0,5
39055.0,6
10522.0,20
10510.0,16
10690.0,15
59814.0,8
3646.0,24
10878.0,19
53336.0,6
2433.0,12
57198.0,3
38471.0,6
10863.0,16
6889.0,18
10714.0,20
46528.0,11
33010.0,3
10726.0,14
10696.0,18
28185.0,6
10627.0,18
10563.0,20
59400.0,2
44544.0,5
45690.0,4
12009.0,2
29752.0,2
65135.0,9
10966.0,14
10998.0,17
32244.0,2
10839.0,18
41117.0,2
3226.0,8
50009.0,37
2509.0,6
53534.0,7
12136.0,9
9308.0,29
10848.0,19
10590.0,16
4013.0,14
10664.0,14
26344.0,2
14016.0,2
10951.0,18
1748.0,3
10959.0,69
14638.0,10
12493.0,14
20060.0,7
46598.0,7
10505.0,14
53136.0,5
3804.0,19
12262.0,5
58660.0,3
10997.0,22
20096.0,7
34482.0,4
13629.0,2
39197.0,2
54078.0,8
10717.0,18
59228.0,4
41566.0,7
44746.0,3
54300.0,13
41683.0,2
3869.0,23
6498.0,16
54094.0,4
51952.0,8
10825.0,17
6508.0,15
46440.0,5
46442.0,7
10635.0,26
53278.0,12
10805.0,17
38900.0,4
6546.0,19
58258.0,7
20375.0,8
10815.0,24
10980.0,19
53074.0,5
53066.0,4
10751.0,20
10828.0,17
10738.0,18
58702.0,4
10519.0,17
2091.0,7
25006.0,9
44188.0,4
44192.0,5
10661.0,18
5634.0,18
10974.0,19
38486.0,9
10975.0,13
58542.0,17
38910.0,7
35658.0,6
10709.0,20
16284.0,9
10907.0,17
10660.0,16
39224.0,7
46270.0,7
10814.0,18
38763.0,5
6233.0,20
10774.0,16
3171.0,2
39687.0,2
10742.0,18
10511.0,19
6571.0,28
43054.0,4
43076.0,5
10525.0,19
4701.0,41
44658.0,2
10836.0,19
44662.0,7
41349.0,2
10729.0,15
24755.0,2
49574.0,5
27142.0,9
33527.0,2
10835.0,12
10753.0,24
50513.0,2
40169.0,2
33208.0,5
38841.0,5
10772.0,14
10843.0,17
10731.0,16
21280.0,16
21303.0,21
43460.0,2
10885.0,17
10746.0,23
58253.0,1
48872.0,7
2985.0,7
50830.0,4
10957.0,17
36056.0,10
37990.0,7
36082.0,6
10971.0,19
42550.0,11
10653.0,16
13088.0,2
18102.0,9
10865.0,18
10577.0,18
3897.0,18
44390.0,5
658.0,2
10870.0,18
10950.0,18
2140.0,7
37012.0,2
13084.0,9
47112.0,12
47116.0,5
39906.0,5
38255.0,4
13085.0,2
57600.0,7
37962.0,7
37966.0,3
4370.0,17
52528.0,5
37984.0,4
49252.0,6
59620.0,4
8506.0,21
22271.0,8
56236.0,3
56242.0,6
33174.0,8
23919.0,7
5257.0,29
45506.0,6
54674.0,2
10809.0,13
58268.0,5
10581.0,19
10743.0,15
35672.0,6
55144.0,10
10602.0,16
20100.0,5
20016.0,7
37704.0,14
10977.0,24
14508.0,8
53208.0,8
10822.0,20
35852.0,4
47082.0,1
10755.0,18
30952.0,2
31783.0,3
10679.0,16
43980.0,12
48104.0,6
47752.0,18
46362.0,9
10720.0,16
41894.0,3
64489.0,3
10866.0,18
10958.0,16
56976.0,6
41887.0,2
10725.0,15
10507.0,14
39996.0,5
48264.0,3
44997.0,4
10857.0,18
47532.0,3
55218.0,5
12220.0,7
10546.0,19
12518.0,11
10879.0,17
9952.0,25
39263.0,2
4823.0,22
10099.0,24
9456.0,29
10638.0,28
41784.0,9
43744.0,6
37599.0,2
1319.0,2
42104.0,9
19165.0,8
63659.0,2
10775.0,12
5945.0,28
49170.0,12
37317.0,2
13087.0,2
35806.0,7
35834.0,2
40919.0,4
35876.0,6
42390.0,3
20200.0,12
47430.0,3
33284.0,5
43100.0,7
3017.0,8
1273.0,8
10773.0,14
40997.0,2
49412.0,1
10680.0,16
41561.0,7
19261.0,1
40467.0,2
43342.0,11
5085.0,16
10723.0,15
56642.0,5
5609.0,39
33912.0,9
53504.0,4
18433.0,2
10657.0,16
52628.0,4
39228.0,6
46842.0,13
12446.0,23
46466.0,3
37582.0,6
39930.0,6
42714.0,16
58480.0,9
10633.0,14
10711.0,17
3169.0,7
34456.0,4
23001.0,2
58608.0,4
58648.0,3
58618.0,7
33055.0,2
41753.0,2
10568.0,19
43664.0,8
43678.0,5
43686.0,5
10072.0,19
2295.0,11
37628.0,7
19252.0,2
51498.0,5
10629.0,13
39688.0,6
56054.0,3
10896.0,13
10887.0,16
10534.0,18
33238.0,3
23960.0,11
55138.0,6
10595.0,21
10398.0,36
41864.0,2
25455.0,3
21500.0,12
39743.0,2
10587.0,15
49916.0,5
38183.0,11
10621.0,20
10737.0,18
10741.0,17
45718.0,2
39316.0,20
41381.0,2
10697.0,19
46578.0,5
26400.0,2
10838.0,17
42848.0,3
10686.0,18
43466.0,5
13079.0,2
10834.0,19
12744.0,2
117.0,2
38304.0,8
3731.0,17
44155.0,4
10683.0,19
43640.0,4
32381.0,4
38997.0,4
45820.0,13
15044.0,12
37985.0,2
55691.0,1
3168.0,41
10759.0,16
58688.0,2
13081.0,2
10756.0,20
20028.0,11
36054.0,3
36062.0,9
57454.0,5
10553.0,12
25407.0,4
10648.0,18
6218.0,23
1133.0,4
5241.0,24
56978.0,3
13080.0,2
10859.0,16
10880.0,20
10776.0,16
10047.0,27
45529.0,10
57100.0,16
2008.0,25
659.0,2
6210.0,18
10678.0,20
45682.0,4
45668.0,2
43978.0,1
10702.0,20
17044.0,2
35470.0,6
38376.0,4
38064.0,8
53468.0,5
38198.0,5
41637.0,2
10806.0,18
3358.0,10
37568.0,6
44345.0,11
65380.0,8
10659.0,14
19204.0,6
46001.0,6
9130.0,27
1986.0,4
7733.0,16
10061.0,22
3716.0,14
32308.0,8
8064.0,22
20058.0,7
5363.0,35
20082.0,21
52968.0,3
10701.0,67
60838.0,4
10593.0,14
38968.0,11
9253.0,36
60546.0,3
36288.0,5
8401.0,31
10625.0,14
13083.0,2
38257.0,5
24808.0,7
35808.0,12
35792.0,4
62860.0,4
33748.0,5
10819.0,18
16016.0,4
10591.0,16
710.0,2
52544.0,4
10589.0,18
38583.0,4
35229.0,11
10734.0,15
36708.0,3
10539.0,13
15192.0,10
41363.0,2
12176.0,6
41772.0,6
6485.0,22
10665.0,13
37342.0,4
49101.0,2
39961.0,8
12156.0,9
28744.0,2
49598.0,10
52196.0,9
5872.0,32
40836.0,2
17084.0,6
6796.0,29
10617.0,21
48868.0,16
48882.0,7
10713.0,18
44204.0,4
36240.0,6
8154.0,28
36870.0,6
10705.0,19
43440.0,5
38147.0,4
37559.0,2
10571.0,14
10632.0,20
10642.0,16
15387.0,6
46814.0,4
38275.0,5
12507.0,2
49022.0,2
38747.0,6
38601.0,4
44566.0,13
3166.0,11
42538.0,7
10698.0,16
38392.0,9
38891.0,4
54162.0,5
20047.0,6
25288.0,3
60442.0,8
53639.0,8
38169.0,6
49996.0,4
7550.0,36
43670.0,5
38567.0,4
36373.0,4
32265.0,6
6099.0,24
42504.0,5
40909.0,12
10636.0,18
41042.0,4
38305.0,4
54059.0,1
10600.0,15
3827.0,22
64244.0,2
38087.0,6
41087.0,14
55997.0,3
41170.0,7
9981.0,90
48938.0,7
12559.0,11
29926.0,1
10582.0,19
12863.0,6
10706.0,18
10650.0,16
41972.0,12
5553.0,30
2886.0,6
26155.0,2
10598.0,15
38989.0,5
15152.0,2
38211.0,4
54886.0,8
38059.0,4
49006.0,5
8621.0,24
38912.0,7
38577.0,5
54470.0,3
10882.0,21
25346.0,5
12590.0,14
10821.0,13
12403.0,2
14855.0,2
10688.0,21
18112.0,9
10663.0,17
58598.0,6
29944.0,2
10695.0,16
3815.0,16
10767.0,18
64752.0,3
10565.0,17
20158.0,10
37728.0,4
34300.0,3
3068.0,6
40466.0,8
6595.0,10
10620.0,14
5056.0,19
34932.0,5
38049.0,6
38107.0,5
38746.0,12
4533.0,29
37273.0,5
50340.0,3
59131.0,3
60452.0,9
41190.0,7
10630.0,20
10622.0,16
38531.0,4
33969.0,2
9089.0,47
49146.0,5
49918.0,6
49920.0,5
52167.0,2
60740.0,14
48852.0,7
9241.0,32
3362.0,8
37321.0,11
38938.0,9
57292.0,4
60031.0,4
55730.0,1
58544.0,3
38490.0,11
6057.0,21
45428.0,4
37714.0,3
43708.0,13
12199.0,13
10537.0,17
48064.0,3
48222.0,5
10561.0,10
10637.0,16
16175.0,1
38297.0,4
14633.0,2
41058.0,6
52536.0,20
10613.0,17
1693.0,7
35052.0,8
40745.0,2
40478.0,3
44396.0,4
56456.0,4
56725.0,2
38269.0,4
3164.0,6
63523.0,1
46026.0,8
8838.0,19
38919.0,6
41123.0,2
6265.0,53
41246.0,19
10419.0,27
4658.0,38
42877.0,12
43795.0,33
37105.0,4
48502.0,1
20936.0,2
53686.0,9
44564.0,5
6784.0,19
8925.0,10
56385.0,3
24314.0,8
10092.0,27
33048.0,5
46310.0,4
2241.0,1
45493.0,1
44704.0,5
55806.0,2
3782.0,20
62835.0,6
1280.0,2
13366.0,2
37323.0,3
40504.0,12
10612.0,15
21254.0,16
25255.0,2
12536.0,9
38538.0,8
40044.0,4
10954.0,18
10687.0,18
38971.0,6
52606.0,6
52616.0,6
46646.0,5
18844.0,2
2133.0,22
2.0,18
35976.0,3
44536.0,6
33668.0,5
39618.0,4
10614.0,14
40362.0,8
40380.0,9
40376.0,6
12211.0,2
38749.0,4
35896.0,2
55106.0,5
12219.0,2
36557.0,2
38023.0,5
40336.0,5
37937.0,2
38477.0,4
4035.0,21
60798.0,12
12239.0,5
37130.0,9
37920.0,4
45270.0,3
54044.0,2
10689.0,16
64928.0,6
47818.0,3
47830.0,13
38495.0,4
38060.0,11
6155.0,22
38053.0,4
10567.0,19
12335.0,11
61962.0,12
37326.0,4
37312.0,4
13074.0,2
36166.0,5
36178.0,3
40477.0,2
13426.0,3
10550.0,17
2060.0,12
38163.0,4
38031.0,4
4999.0,66
38055.0,5
16096.0,4
9312.0,33
36786.0,5
60024.0,8
10574.0,15
42371.0,2
40752.0,9
39539.0,6
59224.0,8
6405.0,18
47126.0,3
5252.0,46
242.0,2
18455.0,2
43266.0,3
4447.0,19
33178.0,3
5133.0,36
55206.0,4
6551.0,21
12309.0,12
33548.0,1
13075.0,8
12313.0,10
35856.0,3
34682.0,5
10646.0,18
38101.0,4
13076.0,2
38217.0,4
6204.0,19
49721.0,2
6290.0,23
12334.0,11
6637.0,17
12421.0,16
12891.0,1
10640.0,16
12330.0,16
34844.0,14
38393.0,4
48225.0,1
10583.0,15
57850.0,4
13077.0,2
12270.0,12
35420.0,3
39686.0,8
12332.0,6
63362.0,6
45380.0,5
45039.0,19
60015.0,6
1964.0,14
64781.0,1
59266.0,8
501.0,15
49182.0,5
8809.0,21
2420.0,6
20042.0,10
40242.0,8
38178.0,6
38960.0,16
50250.0,6
20059.0,6
15413.0,1
38262.0,10
31405.0,2
6221.0,18
12910.0,1
12331.0,8
38925.0,6
1049.0,8
12327.0,11
30933.0,1
45384.0,3
38387.0,4
50558.0,3
38573.0,6
44864.0,5
44868.0,7
6730.0,20
20041.0,10
42610.0,4
5574.0,22
35884.0,6
45234.0,14
39095.0,2
12408.0,15
51417.0,7
16004.0,4
51014.0,4
38729.0,5
53566.0,2
3161.0,6
12328.0,11
39617.0,2
38095.0,4
12415.0,18
27960.0,2
45896.0,9
55055.0,10
40618.0,4
37043.0,2
39365.0,2
38325.0,10
2422.0,10
6536.0,21
59990.0,12
27963.0,2
49014.0,4
4050.0,25
39340.0,5
43962.0,4
802.0,4
45260.0,6
16029.0,17
40967.0,4
7845.0,17
21283.0,19
60876.0,5
60888.0,7
58708.0,6
9667.0,22
53906.0,5
49086.0,4
49102.0,12
9328.0,22
20798.0,7
9146.0,33
12433.0,13
42628.0,4
24425.0,1
5935.0,20
56759.0,1
21305.0,28
51270.0,5
57400.0,11
1972.0,7
10018.0,28
55168.0,4
13069.0,2
15443.0,78
38558.0,6
6421.0,19
13070.0,2
60896.0,2
60098.0,16
40319.0,2
21608.0,1
33.0,12
41023.0,2
35966.0,7
37659.0,1
1533.0,2
2569.0,11
6038.0,18
38322.0,8
60880.0,13
59571.0,1
52584.0,6
6420.0,21
42720.0,13
56004.0,5
38986.0,5
3106.0,18
38452.0,10
45050.0,7
59262.0,2
41046.0,4
6123.0,23
20031.0,6
5674.0,26
38688.0,7
10397.0,32
33028.0,6
1505.0,3
3749.0,33
65535.0,27
35980.0,6
64713.0,1
23144.0,2
38939.0,3
39370.0,7
43276.0,4
38357.0,4
52498.0,6
38363.0,3
53708.0,7
62226.0,1
40260.0,3
43716.0,5
1844.0,2
22136.0,4
50832.0,9
38711.0,2
15689.0,3
59982.0,10
50742.0,2
26647.0,1
38775.0,11
47284.0,30
47290.0,2
38761.0,2
41335.0,2
6736.0,18
44309.0,4
55810.0,4
53484.0,12
59350.0,7
38728.0,6
39752.0,6
45548.0,8
37592.0,4
9038.0,33
4442.0,32
42718.0,2
56172.0,2
51408.0,8
38193.0,2
18199.0,1
49036.0,14
52440.0,10
52430.0,5
9118.0,25
34914.0,12
38671.0,2
47232.0,2
44486.0,16
6642.0,17
38539.0,5
43475.0,1
2239.0,4
45950.0,3
34066.0,3
12368.0,5
65115.0,2
38596.0,3
38611.0,3
65455.0,2
55630.0,4
13071.0,2
38152.0,11
41655.0,4
39084.0,5
39086.0,9
9215.0,50
60883.0,1
40988.0,6
60039.0,9
37466.0,8
12150.0,16
38157.0,3
12165.0,16
47662.0,7
34984.0,10
3878.0,17
39768.0,6
38561.0,2
38861.0,2
33996.0,3
12174.0,4
45314.0,4
38024.0,8
38032.0,6
16955.0,2
60760.0,5
38757.0,11
12790.0,1
42398.0,4
12178.0,9
51374.0,4
1388.0,98
33554.0,3
42091.0,2
42454.0,6
6454.0,16
42456.0,9
45890.0,3
45904.0,6
40188.0,8
38953.0,2
9802.0,24
28444.0,6
57070.0,4
38659.0,3
51478.0,7
52490.0,4
59100.0,17
59402.0,1
49062.0,6
50613.0,1
50488.0,10
53260.0,9
53276.0,5
53292.0,5
53344.0,4
39829.0,2
36390.0,6
33536.0,4
39730.0,6
53060.0,3
53070.0,1
53088.0,4
53078.0,3
45142.0,19
53120.0,10
53126.0,9
53130.0,3
53134.0,4
53216.0,2
52778.0,7
52792.0,2
52798.0,9
6474.0,20
52856.0,3
52846.0,4
52850.0,4
52862.0,3
34540.0,4
52922.0,7
52978.0,6
52964.0,6
52982.0,8
52564.0,9
52560.0,16
52598.0,4
52610.0,4
52620.0,4
1695.0,9
53608.0,7
52676.0,6
52662.0,1
52698.0,5
52702.0,7
52762.0,6
52322.0,4
40326.0,1
14782.0,14
51360.0,4
52340.0,3
52346.0,4
52352.0,3
52374.0,4
52426.0,3
52456.0,5
52466.0,3
52476.0,4
39133.0,2
52480.0,4
52504.0,9
52518.0,2
52140.0,4
52136.0,7
52150.0,3
52154.0,1
52166.0,4
52194.0,4
52206.0,3
52198.0,8
52216.0,5
52228.0,6
52262.0,15
52270.0,5
52278.0,3
39021.0,2
52314.0,3
52318.0,5
8179.0,32
58286.0,8
58302.0,3
3147.0,42
53178.0,7
53192.0,3
3149.0,6
49104.0,5
41252.0,10
12104.0,13
36398.0,5
51770.0,1
54212.0,4
54216.0,10
37495.0,2
20067.0,2
19852.0,2
38497.0,5
38395.0,2
36899.0,1
52204.0,5
38735.0,2
54264.0,5
5554.0,24
41299.0,2
59616.0,7
12370.0,6
61264.0,1
45898.0,3
8157.0,26
40751.0,2
36788.0,4
12248.0,6
38465.0,2
31697.0,1
42060.0,4
40120.0,9
5234.0,37
57862.0,5
41003.0,2
37415.0,2
38993.0,2
55678.0,5
55670.0,3
55682.0,3
20032.0,9
40480.0,8
9496.0,24
48666.0,13
48682.0,7
17070.0,9
38980.0,6
65443.0,12
2419.0,6
5264.0,31
35258.0,5
5387.0,42
6366.0,21
36468.0,7
38488.0,9
39518.0,5
5635.0,21
20045.0,15
35502.0,4
40828.0,5
16821.0,7
38576.0,3
27269.0,1
41217.0,2
56857.0,4
38260.0,6
12980.0,10
3194.0,8
8452.0,24
39081.0,2
48516.0,3
5569.0,36
39591.0,2
44385.0,1
53082.0,16
60136.0,7
18097.0,9
3198.0,6
38227.0,5
33422.0,10
101.0,18
45202.0,6
50826.0,3
45216.0,7
39504.0,7
39191.0,2
6675.0,16
56092.0,7
38653.0,5
35466.0,10
35496.0,8
60188.0,3
60594.0,7
3861.0,21
3821.0,22
41423.0,2
53862.0,3
53880.0,8
17102.0,12
60529.0,1
49066.0,4
58502.0,11
58596.0,4
50456.0,3
38449.0,2
37092.0,9
9355.0,19
59654.0,9
47314.0,6
46434.0,6
46418.0,5
12636.0,9
57201.0,46
60622.0,5
10434.0,72
62782.0,2
10438.0,18
10448.0,18
10462.0,18
3095.0,12
38143.0,3
38871.0,2
55676.0,4
55680.0,4
47070.0,8
47074.0,3
47078.0,2
54464.0,6
38951.0,1
3754.0,16
12564.0,8
57104.0,5
5990.0,32
38867.0,2
6263.0,22
5070.0,21
52881.0,19
35376.0,3
12170.0,3
38665.0,3
46008.0,5
40405.0,2
36154.0,5
36160.0,2
20074.0,28
21120.0,4
45968.0,11
6654.0,24
51.0,10
44030.0,4
32872.0,2
41746.0,9
58042.0,5
53048.0,8
50232.0,5
49340.0,8
49342.0,4
21106.0,5
18888.0,12
38636.0,6
56146.0,7
56170.0,3
65456.0,2
3156.0,9
3785.0,21
28152.0,2
47554.0,7
54140.0,5
54150.0,4
13065.0,2
47576.0,4
42022.0,3
18980.0,6
36302.0,3
36320.0,7
38511.0,4
48164.0,7
12916.0,2
39653.0,2
44448.0,8
38945.0,3
49306.0,14
61861.0,1
38445.0,2
40638.0,7
63352.0,1
13066.0,2
37372.0,10
60002.0,39
52362.0,5
12212.0,9
39614.0,4
9854.0,23
25435.0,6
61660.0,1
52030.0,9
385.0,6
46171.0,1
6378.0,20
38386.0,8
51016.0,8
51042.0,4
51032.0,6
43009.0,6
3950.0,38
50292.0,5
38467.0,3
24548.0,1
43530.0,6
3408.0,12
60924.0,3
37009.0,2
45334.0,6
38223.0,3
20038.0,4
36110.0,2
13067.0,2
52980.0,9
39899.0,10
3062.0,28
6272.0,20
53266.0,12
65504.0,7
54612.0,7
19682.0,3
12243.0,9
56378.0,8
31860.0,5
5627.0,24
51344.0,5
25480.0,5
54924.0,4
52254.0,7
48994.0,5
16071.0,6
5014.0,16
56670.0,2
5781.0,22
545.0,4
54475.0,4
16076.0,7
2368.0,6
19101.0,4
19133.0,2
58580.0,5
58582.0,4
13068.0,12
8462.0,25
44441.0,2
44586.0,5
44572.0,6
12002.0,14
49938.0,4
6782.0,25
3155.0,11
8732.0,14
47405.0,1
9383.0,33
58272.0,3
58254.0,4
58266.0,4
22090.0,5
8135.0,30
41578.0,5
34348.0,2
46780.0,8
50450.0,13
8037.0,30
10238.0,14
10339.0,16
62376.0,2
62384.0,2
27574.0,2
52272.0,4
15870.0,4
15874.0,2
20017.0,13
46966.0,7
46978.0,3
34796.0,2
59154.0,6
59144.0,5
13063.0,2
10330.0,20
13001.0,15
10274.0,18
17774.0,5
10396.0,17
43912.0,10
36892.0,10
26259.0,2
18452.0,2
54486.0,6
54492.0,7
8588.0,15
10309.0,16
13059.0,2
35436.0,3
10475.0,15
10136.0,19
18291.0,2
10084.0,35
3524.0,23
57790.0,4
6395.0,18
10367.0,16
36338.0,7
12121.0,38
6412.0,18
2005.0,15
2004.0,54
2007.0,15
10337.0,16
26397.0,2
51144.0,3
10439.0,16
8406.0,18
53788.0,5
10329.0,16
3366.0,4
2015.0,11
51628.0,8
10421.0,16
1153.0,4
12301.0,7
45266.0,10
54439.0,1
59680.0,4
3080.0,30
10229.0,16
5755.0,22
52002.0,3
349.0,2
38830.0,4
3123.0,6
10415.0,18
25135.0,3
10235.0,14
52417.0,2
6258.0,20
52442.0,10
1981.0,11
10174.0,16
58306.0,4
9184.0,47
60455.0,2
13061.0,2
10285.0,16
18618.0,7
10166.0,14
10151.0,17
64134.0,9
40099.0,4
2024.0,12
40933.0,2
43756.0,7
10366.0,17
10428.0,71
47358.0,7
47360.0,3
20081.0,11
10108.0,17
59078.0,6
10359.0,18
1105.0,16
16822.0,2
25354.0,4
54158.0,4
54174.0,4
57832.0,4
5617.0,26
37616.0,6
10466.0,17
10468.0,16
44876.0,3
37288.0,6
51966.0,4
13062.0,2
21249.0,12
36030.0,1
42410.0,3
53970.0,1
53982.0,3
44806.0,6
44816.0,8
52530.0,9
52550.0,9
10447.0,19
10372.0,25
10306.0,20
41602.0,14
10356.0,17
10440.0,18
46326.0,7
240.0,2
42344.0,6
51234.0,14
10365.0,18
10346.0,18
10393.0,18
52102.0,8
35878.0,6
6322.0,21
35908.0,5
29842.0,21
10441.0,27
2480.0,24
9193.0,47
43242.0,2
56542.0,6
10289.0,14
10116.0,16
5918.0,29
57488.0,3
10251.0,27
10236.0,18
39220.0,3
10351.0,20
58650.0,4
10079.0,34
10307.0,18
20026.0,8
36380.0,4
6487.0,16
6438.0,18
10258.0,61
10435.0,14
46286.0,4
10400.0,21
10382.0,19
10300.0,22
27282.0,1
56056.0,11
7897.0,61
48706.0,9
48712.0,3
19410.0,2
20043.0,4
10328.0,17
10284.0,22
10390.0,23
56048.0,6
10142.0,16
37811.0,6
30782.0,6
42536.0,13
10308.0,14
18316.0,2
31768.0,4
31776.0,4
3951.0,20
61890.0,2
12527.0,19
1193.0,4
5356.0,27
17538.0,2
43178.0,8
31192.0,2
58950.0,6
10234.0,17
40643.0,2
10358.0,17
10196.0,16
10399.0,29
42780.0,2
2947.0,8
16022.0,11
1103.0,13
58046.0,4
53974.0,3
10160.0,14
10149.0,14
10378.0,14
3806.0,21
1501.0,4
10349.0,20
10386.0,16
10126.0,16
1979.0,59
58486.0,2
58492.0,6
10374.0,16
46260.0,3
53500.0,6
7909.0,24
53502.0,3
62166.0,2
51250.0,6
10060.0,20
10276.0,15
54002.0,2
51440.0,5
10299.0,15
50766.0,6
10152.0,16
12213.0,8
12137.0,6
6410.0,21
10075.0,18
10305.0,14
48274.0,6
9977.0,33
26257.0,13
37282.0,5
10172.0,16
6142.0,20
10147.0,18
10450.0,18
10410.0,21
2396.0,2
53800.0,5
18061.0,10
10445.0,23
34334.0,6
31233.0,3
47784.0,1
10341.0,66
10280.0,16
34498.0,3
10379.0,18
10303.0,19
10209.0,20
58766.0,3
53413.0,23
10138.0,17
27002.0,2
5694.0,22
60128.0,5
60130.0,10
10216.0,18
10446.0,14
27006.0,2
10338.0,14
3723.0,17
10389.0,20
10134.0,28
50588.0,7
18111.0,6
10283.0,17
53808.0,2
10127.0,16
10268.0,17
10213.0,16
40438.0,3
14820.0,2
3122.0,11
3305.0,8
8149.0,34
23206.0,2
56566.0,45
12479.0,6
13842.0,2
57764.0,4
13854.0,3
37008.0,4
19946.0,4
39199.0,2
10296.0,16
10414.0,19
10237.0,14
10184.0,20
10451.0,18
10496.0,18
10219.0,17
12109.0,5
46883.0,7
47502.0,6
8132.0,29
6435.0,18
10464.0,17
10264.0,15
44352.0,11
3339.0,12
10405.0,16
41306.0,5
1970.0,14
41310.0,4
10085.0,18
5760.0,21
10401.0,18
10355.0,16
44750.0,7
9166.0,31
9257.0,30
10115.0,17
10177.0,16
55732.0,4
55748.0,4
10310.0,16
44872.0,8
23638.0,1
32844.0,6
10055.0,27
